School_Type,Location,Infrastructure,Teaching_Staff,Gender,Caste,Age,Standard,Socioeconomic_Status,Dropout_Status
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Moderate,Dropout
Private,Urban,Basic,Excellent,Male,OBC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Low,Dropout
Government,Rural,Basic,Excellent,Male,SC,15,9,Moderate,Dropout
Government,Rural,Basic,Poor,Male,General,15,9,Low,Dropout
Private,Semi-Urban,Good,Good,Female,SC,16,10,High,Enrolled
Government,Rural,Basic,Excellent,Male,ST,14,8,Moderate,Dropout
Private,Semi-Urban,Good,Good,Female,OBC,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Male,General,16,10,Low,Dropout
Government,Rural,Basic,Excellent,Female,ST,14,8,Low,Dropout
Private,Semi-Urban,Good,Good,Male,SC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Moderate,Dropout
Government,Semi-Urban,Good,Good,Male,OBC,14,8,Low,Dropout
Private,Urban,Basic,Poor,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Excellent,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,SC,14,8,Low,Dropout
Government,Rural,Basic,Excellent,Male,ST,15,9,Low,Dropout
Private,Urban,Basic,Poor,Female,OBC,16,10,Moderate,Enrolled
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Moderate,Dropout
Private,Urban,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,SC,14,8,Moderate,Dropout
Private,Urban,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Urban,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,Low,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,SC,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,ST,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Urban,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Moderate,Dropout
Private,Urban,Basic,Excellent,Male,OBC,15,9,Low,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,SC,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Urban,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Urban,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,SC,14,8,Moderate,Dropout
Private,Urban,Basic,Excellent,Male,OBC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Good,Good,Male,SC,14,8,Low,Dropout
Private,Urban,Basic,Poor,Female,General,15,7,Low,Enrolled
Government,Rural,Good,Excellent,Male,ST,13,9,Moderate,Dropout
Private,Semi-Urban,Basic,Good,Female,OBC,12,10,Low,Enrolled
Government,Rural,Basic,Poor,Male,SC,16,8,Low,Dropout
Government,Semi-Urban,Good,Good,Female,ST,14,9,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,OBC,15,10,Moderate,Enrolled
Government,Rural,Basic,Poor,Female,General,13,8,Low,Dropout
Private,Semi-Urban,Good,Good,Male,SC,14,7,High,Enrolled
Government,Rural,Basic,Poor,Male,OBC,15,8,Moderate,Dropout
Government,Semi-Urban,Good,Good,Female,General,16,10,Low,Dropout
Private,Rural,Basic,Poor,Male,ST,14,8,High,Enrolled
Government,Semi-Urban,Good,Good,Female,OBC,15,9,Moderate,Dropout
Government,Urban,Basic,Excellent,Male,SC,13,7,Low,Dropout
Private,Rural,Basic,Poor,Female,ST,16,10,High,Enrolled
Government,Semi-Urban,Good,Good,Male,General,14,9,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,10,Moderate,Enrolled
Government,Rural,Basic,Poor,Female,OBC,14,8,Low,Dropout
Private,Semi-Urban,Good,Good,Male,SC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Male,General,13,8,Moderate,Dropout
Private,Semi-Urban,Good,Good,Female,OBC,14,7,High,Enrolled
Government,Urban,Basic,Poor,Male,ST,15,8,Moderate,Dropout
Government,Rural,Basic,Excellent,Female,General,16,10,Low,Dropout
Private,Rural,Basic,Poor,Male,SC,13,7,High,Enrolled
Government,Semi-Urban,Good,Good,Male,ST,14,8,Low,Dropout
Government,Rural,Basic,Excellent,Female,OBC,15,9,Low,Dropout
Government,Rural,Basic,Poor,Female,General,16,10,Low,Dropout
Private,Semi-Urban,Good,Good,Male,SC,14,8,High,Enrolled
Government,Rural,Basic,Poor,Male,OBC,15,9,Moderate,Dropout
Private,Semi-Urban,Good,Good,Female,ST,16,10,Moderate,Enrolled
Government,Rural,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Urban,Basic,Excellent,Female,OBC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Male,General,15,9,Low,Dropout
Private,Semi-Urban,Good,Good,Female,SC,16,10,High,Enrolled
Government,Rural,Basic,Excellent,Male,ST,14,8,Moderate,Dropout
Private,Semi-Urban,Good,Good,Female,OBC,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Male,General,16,10,Low,Dropout
Government,Urban,Basic,Excellent,Female,ST,14,8,Low,Dropout
Private,Semi-Urban,Good,Good,Male,SC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Moderate,Dropout
Government,Semi-Urban,Good,Good,Male,OBC,14,8,Low,Dropout
Private,Urban,Basic,Poor,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Excellent,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Poor,Male,Male,SC,12,12,Low,Dropout
Government,Rural,Basic,Excellent,Male,ST,15,9,Low,Dropout
Private,Rural,Poor,Female,Male,SC,12,12,Moderate,Enrolled
Government,Semi-Urban,Poor,Male,Male,OBC,12,12,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Poor,Male,Male,OBC,12,12,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Poor,Male,Male,OBC,12,10,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Poor,Male,Male,OBC,12,12,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Poor,Male,Male,OBC,12,12,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,ST,16,10,Low,Dropout
Government,Semi-Urban,Poor,Male,Male,OBC,12,12,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Moderate,Dropout
Government,Semi-Urban,Poor,Male,Male,OBC,12,12,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,OBC,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Poor,Male,Male,OBC,12,12,Low,Dropout
Private,Urban,Basic,Excellent,Male,SC,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Moderate,Dropout
Government,Semi-Urban,Poor,Male,Male,OBC,12,12,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Poor,Male,Male,OBC,12,12,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Poor,Male,Male,OBC,12,12,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,OBC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Poor,Male,Male,OBC,12,12,Low,Dropout
Private,Rural,Basic,Excellent,Male,SC,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Urban,Basic,Poor,Male,General,15,9,Low,Dropout
Private,Semi-Urban,Good,Good,Female,SC,16,10,High,Enrolled
Government,Rural,Basic,Excellent,Male,ST,14,8,Moderate,Dropout
Private,Semi-Urban,Good,Good,Female,OBC,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Male,General,16,10,Low,Dropout
Government,Urban,Basic,Excellent,Female,ST,14,8,Low,Dropout
Private,Semi-Urban,Good,Good,Male,SC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Moderate,Dropout
Government,Semi-Urban,Good,Good,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Poor,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Excellent,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,SC,14,8,Low,Dropout
Government,Rural,Basic,Excellent,Male,ST,15,9,Low,Dropout
Private,Rural,Basic,Poor,Female,OBC,16,10,Moderate,Enrolled
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Moderate,Dropout
Private,Urban,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,Low,Enrolled
Government,Urban,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,SC,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,Moderate,Enrolled
Government,Urban,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,OBC,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Low,Dropout
Government,Rural,Basic,Excellent,Male,SC,15,9,Moderate,Dropout
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,SC,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,Moderate,Enrolled
Government,Urban,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,OBC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Low,Dropout
Government,Urban,Basic,Excellent,Male,SC,15,9,Moderate,Dropout
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,SC,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Moderate,Dropout
Private,Urban,Basic,Excellent,Male,OBC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Low,Dropout
Government,Rural,Basic,Excellent,Male,SC,15,9,Moderate,Dropout
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Rural,Basic,Poor,Male,General,15,9,Low,Dropout
Private,Semi-Urban,Good,Good,Female,SC,16,10,High,Enrolled
Government,Urban,Basic,Excellent,Male,ST,14,8,Moderate,Dropout
Private,Semi-Urban,Good,Good,Female,OBC,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Male,General,16,10,Low,Dropout
Government,Rural,Basic,Excellent,Female,ST,14,8,Low,Dropout
Private,Semi-Urban,Good,Good,Male,SC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Moderate,Dropout
Government,Semi-Urban,Good,Good,Male,OBC,14,8,Low,Dropout
Private,Urban,Basic,Poor,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Excellent,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,SC,14,8,Low,Dropout
Government,Rural,Basic,Excellent,Male,ST,15,9,Low,Dropout
Private,Rural,Basic,Poor,Female,OBC,16,10,Moderate,Enrolled
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,SC,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,Low,Enrolled
Government,Urban,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Moderate,Dropout
Private,Urban,Basic,Excellent,Male,OBC,15,9,Low,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Low,Dropout
Government,Urban,Basic,Excellent,Male,SC,15,9,Moderate,Dropout
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Urban,Basic,Excellent,Male,ST,15,9,Low,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,Moderate,Enrolled
Government,Urban,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Moderate,Dropout
Private,Urban,Basic,Excellent,Male,OBC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Low,Dropout
Government,Rural,Basic,Excellent,Male,SC,15,9,Moderate,Dropout
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,Low,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Urban,Basic,Excellent,Male,ST,15,9,Low,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,Low,Enrolled
Government,Urban,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,Low,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,OBC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Low,Dropout
Government,Rural,Basic,Excellent,Male,SC,15,9,Moderate,Dropout
Government,Urban,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Urban,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,OBC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Low,Dropout
Government,Rural,Basic,Excellent,Male,SC,15,9,Moderate,Dropout
Government,Rural,Basic,Poor,Male,General,15,9,Low,Dropout
Private,Semi-Urban,Good,Good,Female,SC,16,10,High,Enrolled
Government,Rural,Basic,Excellent,Male,ST,14,8,Moderate,Dropout
Private,Semi-Urban,Good,Good,Female,OBC,15,9,Moderate,Enrolled
Government,Rural,Basic,Poor,Male,General,16,10,Low,Dropout
Government,Urban,Basic,Excellent,Female,ST,14,8,Low,Dropout
Private,Semi-Urban,Good,Good,Male,SC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Moderate,Dropout
Government,Semi-Urban,Good,Good,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Poor,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Excellent,Female,General,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,SC,14,8,Low,Dropout
Government,Rural,Basic,Excellent,Male,ST,15,9,Low,Dropout
Private,Rural,Basic,Poor,Female,OBC,16,10,Moderate,Enrolled
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Urban,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,ST,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,SC,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,Low,Enrolled
Government,Rural,Basic,Poor,Female,OBC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,General,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,ST,15,9,High,Enrolled
Government,Urban,Basic,Poor,Female,OBC,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,SC,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,ST,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,OBC,14,8,Low,Dropout
Private,Rural,Basic,Excellent,Male,General,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,SC,16,10,Low,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Moderate,Dropout
Private,Rural,Basic,Excellent,Male,OBC,15,9,High,Enrolled
Government,Rural,Basic,Poor,Female,General,16,10,Moderate,Dropout
Government,Semi-Urban,Basic,Poor,Male,ST,14,8,Low,Dropout
